Seconds_Since_Start,Score_Difference
15,-2
99,-4
133,-6
165,-8
196,-10
230,-12
261,-14
280,-13
307,-10
323,-13
335,-11
357,-9
375,-11
388,-9
411,-11
448,-13
468,-15
492,-13
539,-15
558,-13
571,-15
626,-17
655,-20
670,-19
690,-21
719,-24
840,-27
853,-26
879,-24
941,-22
954,-24
972,-21
1044,-23
1056,-21
1072,-23
1078,-21
1140,-19
1196,-17
1216,-19
1227,-17
1246,-19
1256,-17
1279,-14
1300,-16
1312,-14
1331,-16
1349,-14
1359,-17
1375,-20
1387,-18
1428,-20
1458,-17
1495,-15
1521,-13
1547,-11
1565,-13
1587,-11
1612,-8
1642,-6
1651,-8
1666,-6
1698,-4
1715,-6
1760,-8
1779,-6
1798,-8
1863,-6
1893,-5
1908,-3
1924,-5
1949,-3
1969,-5
2001,-7
2034,-10
2068,-8
2082,-10
2108,-8
2122,-10
2214,-8
2228,-10
2261,-12
2350,-10
2400,-12
2435,-11
2472,-9
2493,-11
2549,-13
2566,-11
2620,-13
2643,-10
2672,-8
2698,-10
2744,-12
2792,-9
2818,-7
2841,-10
2852,-8
