Seconds_Since_Start,Score_Difference
43,-3
58,0
125,2
142,0
166,3
214,5
239,7
257,5
297,7
318,5
413,7
429,5
471,3
495,5
520,3
575,6
592,4
616,1
634,-1
650,1
759,-1
879,-3
915,-1
952,2
1010,4
1052,2
1117,5
1134,4
1147,2
1227,4
1253,2
1281,0
1307,2
1328,0
1347,2
1372,0
1408,-2
1440,1
1503,-1
1529,1
1540,-1
1561,-3
1599,-5
1647,-2
1658,-4
1674,-2
1732,0
1746,-2
1764,0
1782,2
1829,4
1866,6
1898,7
1927,9
1993,11
2017,9
2037,11
2065,14
2083,12
2100,14
2137,16
2160,14
2186,12
2218,10
2239,13
2277,16
2293,14
2314,17
2368,15
2399,12
2452,15
2466,13
2491,15
2506,13
2527,16
2549,14
2575,16
2590,14
2696,12
2721,14
2776,12
2834,10
2868,9
