Seconds_Since_Start,Score_Difference
32,2
112,4
184,6
259,8
291,11
350,13
370,15
392,17
405,15
454,13
488,15
553,17
579,15
621,12
654,10
675,12
684,10
732,12
751,9
784,7
839,8
874,10
916,8
943,7
1019,5
1037,7
1055,5
1082,8
1105,10
1141,12
1153,10
1168,11
1179,9
1216,6
1244,8
1257,7
1295,9
1302,7
1339,10
1369,12
1392,9
1417,11
1476,14
1500,17
1526,19
1545,17
1570,14
1585,15
1596,12
1637,10
1653,12
1684,14
1701,11
1715,12
1756,14
1776,12
1801,14
1845,17
1880,20
1893,18
1910,20
1934,22
1950,24
1977,26
1998,24
2014,26
2100,25
2115,27
2155,29
2180,27
2222,25
2238,27
2293,24
2346,26
2382,24
2397,26
2429,23
2453,25
2479,27
2493,25
2560,22
2634,24
2659,26
2692,24
2723,21
2738,23
2761,21
2772,23
2793,21
2828,23
2850,20
2878,19
2880,17
