Seconds_Since_Start,Score_Difference
15,3
29,1
105,-1
160,1
193,3
213,2
218,0
239,2
251,0
273,-2
377,0
394,-2
403,-1
427,1
487,4
511,7
524,5
560,7
585,10
598,7
650,9
662,7
709,5
720,7
802,9
854,6
868,9
886,7
897,9
923,11
957,9
986,7
1007,5
1028,7
1054,10
1088,12
1098,10
1109,12
1124,9
1147,12
1160,10
1186,8
1218,9
1233,6
1259,7
1265,5
1306,4
1323,6
1338,4
1349,2
1356,3
1394,4
1405,2
1421,3
1496,2
1521,4
1641,2
1668,0
1696,2
1717,0
1730,2
1734,1
1750,3
1755,1
1771,3
1789,1
1797,3
1811,1
1830,3
1846,0
1877,-2
1895,0
1913,2
1927,0
1966,-2
1992,-4
2015,-6
2036,-4
2075,-7
2086,-5
2100,-7
2114,-5
2159,-6
2177,-3
2197,-5
2222,-8
2271,-10
2293,-8
2312,-6
2366,-8
2445,-6
2503,-9
2516,-6
2553,-8
2573,-5
2583,-7
2619,-9
2635,-11
2674,-14
2720,-11
2774,-10
2780,-8
2800,-6
2824,-8
2831,-6
2839,-8
