Seconds_Since_Start,Score_Difference
6,-2
24,0
75,-3
142,-1
172,2
200,0
217,2
235,4
254,6
273,3
331,5
352,7
417,5
454,3
481,1
508,-1
521,0
551,2
557,0
577,2
640,0
664,3
686,5
792,3
833,1
854,3
876,6
902,4
923,2
951,3
996,0
1014,2
1037,-1
1074,-3
1099,-5
1128,-3
1155,-5
1170,-2
1190,0
1217,-2
1253,-5
1277,-3
1313,0
1346,2
1358,1
1389,-1
1474,-3
1491,-1
1501,-4
1521,-2
1560,0
1605,2
1628,0
1672,3
1686,0
1708,2
1736,0
1756,2
1770,0
1791,2
1808,0
1858,2
1877,0
1923,-2
1957,-4
1976,-2
2042,-4
2073,-2
2090,-4
2104,-2
2125,1
2133,-2
2157,1
2180,-2
2213,-4
2229,-2
2280,-3
2309,-5
2354,-3
2410,0
2460,-2
2488,-3
2536,0
2560,-3
2576,-5
2593,-3
2726,-5
2741,-2
2769,0
2781,-2
2813,-4
2824,-6
2832,-3
2851,-4
2864,-1
2869,-3
2875,-5
