Seconds_Since_Start,Score_Difference
15,-3
28,-1
52,1
97,3
138,1
156,-1
203,2
227,4
267,7
290,5
308,7
322,5
340,7
367,10
422,12
431,10
453,7
485,9
512,11
522,9
538,12
596,10
619,8
644,9
654,7
680,5
695,7
713,4
776,6
800,9
816,6
828,8
857,6
868,8
882,6
895,8
925,10
979,12
993,9
1014,7
1123,5
1182,2
1200,0
1207,2
1215,-1
1224,1
1244,3
1275,6
1298,8
1311,5
1328,7
1340,5
1358,7
1374,9
1412,7
1485,10
1513,12
1529,14
1561,16
1571,15
1578,13
1611,14
1631,15
1668,17
1681,14
1690,16
1760,18
1785,16
1802,18
1861,20
1872,18
1946,21
1980,23
2004,25
2020,23
2030,27
2043,25
2044,24
2053,27
2075,25
2087,27
2096,25
2112,23
2149,21
2173,18
2195,21
2249,19
2261,21
2282,18
2309,16
2351,14
2398,12
2444,15
2456,12
2479,10
2512,11
2552,9
2585,5
2605,7
2635,9
2644,8
2684,6
2696,8
2745,5
2761,7
2778,6
2816,4
2840,6
2852,4
2859,5
2863,7
