Seconds_Since_Start,Score_Difference
19,-2
40,-1
79,-3
140,-1
193,2
211,0
258,-2
293,-4
458,-6
476,-4
508,-1
530,-4
553,-6
603,-4
658,-6
673,-4
694,-6
708,-4
720,-6
740,-5
793,-7
818,-9
886,-7
901,-10
924,-8
955,-6
1050,-4
1105,-6
1123,-4
1145,-2
1182,0
1194,-3
1229,-1
1248,-3
1292,0
1320,-3
1382,-1
1404,-3
1461,-1
1486,-3
1547,0
1571,-2
1591,-4
1611,-2
1644,-4
1656,-2
1768,-5
1798,-7
1814,-9
1829,-10
1943,-12
1974,-10
2001,-8
2047,-5
2058,-7
2076,-4
2087,-5
2127,-8
2148,-6
2155,-8
2202,-11
2224,-8
2266,-5
2299,-3
2315,-5
2344,-2
2367,-1
2388,-3
2455,-1
2526,1
2537,-2
2556,1
2599,3
2618,0
2766,-2
2786,1
2803,4
2821,2
2835,4
2846,2
2879,0
3362,-2
3426,0
3446,-2
3480,-5
3503,-3
3538,-5
3553,-3
3596,-4
3597,-1
3598,-3
