Seconds_Since_Start,Score_Difference
11,-2
28,1
51,3
76,5
108,7
146,5
161,7
180,5
189,7
219,10
238,8
291,10
309,8
344,6
374,8
395,5
434,2
461,-1
479,1
498,-1
565,1
579,-1
605,-3
614,-2
690,-3
701,-1
780,-4
799,-2
865,-4
893,-2
919,1
935,-2
950,-4
974,-7
1029,-10
1046,-8
1061,-10
1119,-8
1141,-6
1157,-4
1176,-3
1209,-1
1232,1
1247,-1
1272,-3
1287,-1
1302,-3
1311,-1
1327,-3
1348,-5
1361,-3
1391,-5
1439,-7
1452,-5
1483,-3
1504,-5
1538,-6
1672,-3
1715,-1
1735,-3
1768,-4
1779,-2
1850,0
1894,-2
1907,0
1956,-3
1971,-6
1984,-3
2009,0
2104,2
2124,-1
2132,2
2186,0
2198,2
2236,5
2258,4
2291,1
2333,3
2366,6
2396,3
2417,5
2477,2
2495,0
2511,2
2535,1
2593,3
2610,5
2630,8
2666,5
2686,8
2776,10
2791,8
2821,5
2838,7
2847,5
2856,7
2868,9
