Seconds_Since_Start,Score_Difference
21,-2
46,0
59,-3
85,-1
107,-3
119,1
136,-1
153,-4
179,-7
205,-10
274,-8
291,-10
314,-8
345,-11
375,-13
428,-16
457,-18
532,-20
633,-23
641,-21
662,-19
688,-17
720,-15
777,-17
810,-14
847,-11
859,-13
871,-11
880,-13
937,-15
959,-18
993,-20
1022,-22
1057,-23
1088,-25
1108,-28
1131,-25
1164,-22
1184,-25
1247,-27
1256,-24
1291,-22
1323,-24
1356,-21
1376,-24
1400,-22
1402,-21
1416,-20
1438,-23
1461,-21
1490,-18
1516,-21
1533,-19
1559,-16
1572,-19
1592,-22
1613,-20
1626,-22
1639,-19
1661,-21
1668,-18
1689,-20
1750,-22
1764,-19
1792,-17
1807,-19
1822,-21
1839,-19
1854,-22
1867,-20
1909,-17
1950,-14
1960,-16
1997,-13
2015,-16
2061,-14
2090,-16
2109,-19
2122,-17
2154,-19
2176,-21
2205,-23
2290,-21
2307,-23
2310,-22
2351,-19
2399,-17
2420,-19
2430,-16
2445,-18
2497,-20
2538,-18
2551,-21
2569,-18
2654,-16
2678,-14
2709,-12
2737,-14
2777,-16
2786,-13
2820,-12
2840,-15
