Seconds_Since_Start,Score_Difference
15,3
75,1
108,3
118,1
156,4
183,6
200,4
245,2
255,4
282,6
313,4
329,7
357,4
388,2
429,0
444,-2
492,-4
521,-7
534,-4
551,-5
696,-2
716,-3
743,-1
799,-4
819,-1
891,1
1044,3
1076,1
1107,3
1117,0
1130,2
1141,-1
1196,-4
1222,-6
1257,-8
1314,-10
1375,-13
1398,-11
1469,-9
1477,-11
1484,-13
1518,-14
1539,-12
1562,-10
1579,-13
1615,-16
1623,-14
1628,-17
1660,-15
1675,-17
1702,-19
1722,-21
1754,-22
1780,-20
1813,-18
1825,-20
1837,-17
1867,-14
1884,-16
1903,-14
1917,-16
1954,-18
1986,-20
2013,-18
2038,-21
2049,-18
2074,-18
2127,-21
2218,-24
2234,-22
2253,-24
2290,-26
2414,-24
2429,-27
2459,-24
2520,-22
2572,-24
2606,-26
2628,-29
2650,-26
2672,-28
2684,-25
2706,-23
2728,-26
2745,-24
2795,-27
2842,-29
2859,-28
