Seconds_Since_Start,Score_Difference
17,2
61,5
89,7
111,3
126,5
150,8
166,6
188,9
238,11
286,9
303,11
340,13
361,11
371,13
404,10
440,9
451,10
469,8
508,6
536,4
548,6
563,4
596,2
611,4
634,1
673,3
692,5
744,7
803,9
844,7
869,5
886,7
920,10
948,12
972,10
989,12
1012,10
1023,11
1054,14
1090,16
1114,13
1128,15
1136,12
1155,13
1203,11
1210,13
1233,11
1265,9
1282,11
1292,10
1306,8
1327,11
1356,9
1370,11
1380,9
1391,11
1407,8
1473,10
1494,12
1509,10
1520,12
1538,10
1546,11
1551,13
1576,11
1643,13
1673,15
1696,13
1732,11
1830,8
1896,5
1911,8
1925,6
1940,9
1953,6
1978,8
1993,5
2007,7
2028,4
2055,2
2092,4
2112,7
2127,6
2133,8
2160,10
2175,12
2208,14
2221,11
2234,13
2281,10
2337,7
2355,9
2414,11
2433,8
2459,6
2500,8
2527,11
2544,9
2568,7
2615,5
2635,2
2648,3
2671,6
2695,7
2707,4
2727,6
2763,4
2780,6
2814,8
2819,6
2839,9
2854,11
2867,8
