Seconds_Since_Start,Score_Difference
35,2
51,-1
85,-3
116,-5
200,-2
215,-4
245,-2
266,-4
284,-2
322,-5
340,-3
358,-5
400,-3
457,-1
480,1
494,-1
512,1
543,-1
574,-3
650,-1
667,-3
677,-1
687,-4
703,-2
720,-1
743,-2
781,-4
841,-2
889,-4
935,-6
958,-4
970,-6
983,-4
1012,-6
1089,-8
1142,-10
1202,-8
1221,-10
1237,-8
1291,-10
1314,-8
1344,-9
1376,-11
1418,-9
1439,-11
1474,-13
1503,-15
1527,-18
1545,-16
1601,-17
1619,-15
1632,-17
1652,-20
1676,-22
1701,-19
1724,-21
1759,-23
1775,-21
1812,-19
1866,-17
1883,-20
1916,-22
1957,-19
2014,-21
2079,-19
2105,-16
2121,-18
2128,-17
2156,-15
2175,-17
2185,-16
2233,-18
2240,-15
2265,-12
2284,-10
2302,-12
2317,-10
2329,-12
2356,-9
2379,-7
2430,-9
2446,-7
2488,-9
2549,-7
2573,-9
2588,-7
2616,-4
2652,-2
2678,0
2734,-2
2747,0
2790,2
2800,0
2823,2
2845,4
2864,6
2868,7
2875,4
2876,5
