Seconds_Since_Start,Score_Difference
12,-3
47,-1
74,2
110,5
133,3
154,6
170,4
212,6
254,9
277,7
296,9
317,12
331,10
378,8
392,10
405,8
449,6
451,9
467,11
481,13
499,10
519,8
536,10
574,12
587,15
636,14
652,16
686,19
717,22
738,25
753,22
781,20
798,18
814,20
819,19
852,22
895,20
923,17
944,19
964,17
978,19
987,16
1001,19
1008,17
1018,19
1041,22
1066,20
1079,23
1096,20
1122,17
1134,19
1149,17
1169,19
1182,17
1198,19
1211,17
1229,19
1238,17
1266,14
1283,16
1301,19
1313,17
1320,19
1337,20
1340,22
1362,21
1375,23
1399,25
1500,23
1546,25
1556,23
1575,21
1595,23
1608,20
1619,22
1637,20
1656,18
1715,21
1735,19
1751,22
1766,20
1784,22
1817,24
1843,27
1877,30
1900,27
1929,30
1953,33
1983,31
2077,33
2131,31
2159,29
2197,27
2243,25
2260,27
2301,24
2311,25
2328,23
2341,26
2384,28
2430,25
2471,23
2515,26
2555,25
2631,23
2639,21
2655,24
2706,26
2741,29
2770,32
2786,30
2817,28
2844,26
