Seconds_Since_Start,Score_Difference
52,3
71,5
101,7
120,9
138,7
153,9
186,7
196,9
272,6
318,3
361,5
382,3
414,1
435,3
449,1
477,-2
487,0
498,-2
560,1
610,3
633,1
645,3
685,1
717,-1
732,1
773,-1
802,-3
867,-5
882,-3
970,-1
996,1
1010,-2
1069,-4
1105,-7
1122,-5
1163,-3
1177,-5
1215,-8
1237,-5
1246,-8
1259,-6
1272,-9
1293,-7
1341,-5
1367,-8
1406,-10
1456,-8
1471,-10
1507,-12
1539,-14
1578,-16
1591,-14
1619,-11
1633,-13
1668,-15
1683,-13
1702,-16
1732,-14
1766,-11
1809,-13
1835,-14
1857,-16
1869,-14
1905,-16
1921,-14
1950,-11
1961,-13
2038,-10
2061,-12
2085,-14
2096,-12
2105,-14
2115,-12
2126,-15
2186,-12
2217,-14
2232,-12
2248,-14
2265,-13
2276,-15
2297,-17
2305,-16
2358,-14
2376,-16
2433,-18
2472,-16
2485,-19
2497,-17
2511,-19
2531,-21
2556,-24
2593,-26
2607,-24
2620,-26
2634,-24
2647,-26
2664,-24
2699,-21
2710,-23
2724,-22
2743,-20
2770,-22
2793,-24
2822,-22
