Seconds_Since_Start,Score_Difference
37,2
92,4
120,6
138,4
159,6
172,8
210,11
271,9
281,11
336,13
365,15
377,12
421,10
444,7
457,9
493,7
504,9
529,6
549,4
580,5
633,7
663,5
681,6
698,4
718,6
753,8
837,10
856,8
887,6
917,3
946,1
972,-1
1004,-3
1061,0
1086,-2
1116,-3
1190,-5
1225,-2
1261,0
1321,2
1345,0
1359,-2
1374,0
1381,-1
1393,1
1401,-1
1407,2
1432,0
1527,-2
1547,0
1606,3
1637,1
1679,2
1690,5
1718,3
1732,5
1806,3
1829,1
1851,3
1885,5
1896,2
1933,-1
1964,1
1999,4
2013,2
2026,4
2040,2
2086,5
2106,8
2139,7
2190,9
2199,7
2215,9
2251,11
2267,9
2305,11
2388,14
2428,17
2448,15
2516,17
2570,14
2597,11
2626,9
2640,11
2678,13
2720,11
2755,8
2824,7
2857,9
2864,6
