Seconds_Since_Start,Score_Difference
11,-2
24,0
38,-2
70,1
95,3
127,6
175,8
225,6
257,8
270,5
291,2
334,4
380,2
390,4
431,7
468,10
485,8
499,10
509,8
647,10
665,13
679,11
714,13
719,10
763,12
778,9
801,7
819,5
838,7
859,10
877,8
950,10
972,7
1007,5
1052,3
1090,1
1102,2
1113,0
1128,2
1139,0
1264,-2
1287,0
1300,-2
1381,1
1388,-1
1407,0
1499,2
1527,4
1543,6
1561,4
1580,7
1592,9
1612,6
1649,3
1726,5
1769,7
1821,5
1836,8
1856,5
1873,8
1888,6
1905,8
1935,10
1953,8
1967,10
1995,7
2015,9
2060,7
2099,10
2124,12
2138,13
2156,11
2198,13
2257,15
2308,13
2325,15
2332,13
2355,11
2372,14
2427,12
2448,14
2489,12
2528,9
2581,11
2625,13
2645,11
2667,13
2683,11
2696,13
2712,11
2727,13
2742,11
2762,14
2804,12
2811,14
2841,12
2850,13
