Seconds_Since_Start,Score_Difference
13,2
29,0
81,-2
101,1
130,-1
191,2
207,-2
248,1
269,3
285,6
303,3
319,6
341,4
351,6
361,4
421,2
478,4
484,2
517,0
536,2
582,-1
650,-3
662,-1
671,-3
683,0
743,3
820,6
843,8
885,11
912,13
943,15
953,12
986,14
1002,17
1035,19
1048,17
1063,14
1086,17
1097,16
1116,18
1128,16
1143,19
1155,22
1182,25
1227,23
1252,25
1276,23
1305,25
1316,23
1347,25
1359,23
1387,26
1396,24
1417,22
1536,20
1567,22
1605,20
1681,23
1709,26
1736,24
1786,26
1838,23
1863,26
1890,23
1909,25
1928,27
1980,29
1992,26
2027,25
2061,21
2073,19
2114,22
2180,20
2229,17
2244,20
2264,18
2272,17
2284,15
2344,12
2418,13
2429,11
2453,13
2467,11
2498,13
2552,16
2563,14
2599,12
2604,15
2616,13
2661,15
2696,16
2728,19
2739,17
2761,19
2798,17
2817,19
2839,20
2854,18
