Seconds_Since_Start,Score_Difference
31,-2
75,0
96,3
154,5
176,2
204,4
215,2
226,0
241,2
266,4
292,3
308,5
328,3
341,5
362,7
378,9
388,6
406,8
418,6
430,8
448,5
465,7
491,5
560,3
585,1
641,0
659,2
713,1
719,2
742,0
773,-2
834,0
850,-3
868,-1
878,-3
901,-1
971,-4
1036,-1
1067,1
1114,-2
1147,-4
1167,-2
1184,0
1246,2
1263,0
1293,3
1304,1
1327,-1
1383,-3
1414,-1
1489,-3
1515,-6
1610,-8
1624,-6
1647,-8
1685,-10
1701,-8
1776,-10
1811,-12
1840,-14
1871,-12
1900,-10
1919,-8
1963,-6
1980,-4
2056,-6
2158,-4
2224,-6
2250,-8
2278,-10
2293,-8
2310,-10
2348,-9
2368,-10
2393,-7
2439,-5
2490,-3
2526,-5
2570,-3
2603,-1
2660,1
2668,-1
2688,-3
2756,-5
2790,-7
2799,-5
2832,-3
2844,-5
2855,-6
2869,-4
2870,-5
