Seconds_Since_Start,Score_Difference
39,2
54,-1
94,2
166,4
180,6
200,4
227,2
346,5
369,2
385,4
409,3
469,5
487,4
506,7
527,5
559,7
614,8
640,5
713,2
739,4
755,1
816,4
863,6
918,4
947,6
967,5
1006,7
1022,5
1055,3
1072,5
1102,7
1123,5
1150,2
1169,5
1187,3
1220,4
1237,1
1293,4
1314,2
1361,0
1381,2
1405,4
1433,6
1439,4
1508,7
1525,5
1545,7
1563,5
1584,7
1635,5
1687,8
1741,11
1819,9
1844,12
1856,10
1877,8
1917,6
1950,4
2023,2
2085,5
2124,7
2192,9
2261,7
2282,9
2398,11
2411,9
2429,11
2447,10
2467,12
2518,10
2537,13
2574,15
2597,12
2614,14
2664,12
2697,10
2718,8
2738,11
2777,8
2806,6
2831,8
2838,6
2851,8
2856,9
2863,6
2864,7
2872,5
2873,7
2880,9
