Seconds_Since_Start,Score_Difference
31,-3
45,-1
91,-4
120,-2
132,-4
155,-7
176,-9
195,-7
209,-9
273,-6
292,-9
317,-7
328,-10
346,-12
393,-9
409,-10
436,-8
454,-9
473,-6
485,-8
508,-5
536,-4
553,-6
612,-4
623,-6
665,-3
734,-5
765,-7
785,-5
820,-3
829,-6
858,-9
876,-6
920,-4
933,-7
952,-4
969,-7
1008,-5
1018,-7
1039,-5
1052,-7
1066,-5
1098,-3
1134,-1
1155,-3
1190,-1
1216,2
1255,-1
1284,-4
1301,-2
1341,0
1372,-2
1399,-3
1494,-5
1534,-8
1562,-6
1620,-8
1636,-7
1671,-5
1694,-3
1710,-5
1740,-7
1792,-9
1826,-11
1827,-12
1857,-14
1876,-15
1891,-13
1925,-11
1966,-10
1982,-13
2012,-15
2024,-12
2131,-11
2160,-8
2202,-6
2219,-8
2226,-6
2236,-8
2257,-6
2271,-9
2308,-7
2342,-5
2375,-3
2413,-5
2438,-4
2496,-2
2529,-4
2566,-6
2618,-3
2696,-1
2728,1
2788,-1
2821,-3
2830,-1
2860,1
2871,3
