Seconds_Since_Start,Score_Difference
61,2
76,0
81,2
93,0
111,2
124,0
140,2
154,-1
194,-3
211,-6
236,-4
303,-2
341,-4
352,-2
360,-3
400,-5
411,-3
435,-6
455,-8
524,-6
550,-5
573,-7
605,-5
637,-8
668,-9
675,-7
700,-9
720,-7
785,-9
794,-7
830,-4
869,-6
906,-9
940,-11
979,-13
1013,-15
1053,-17
1085,-19
1140,-22
1181,-23
1189,-21
1226,-22
1235,-20
1258,-22
1270,-20
1286,-22
1291,-20
1324,-18
1334,-15
1353,-17
1363,-14
1375,-16
1397,-14
1401,-17
1404,-15
1439,-12
1492,-10
1559,-13
1602,-14
1621,-11
1669,-14
1688,-12
1735,-9
1748,-11
1776,-8
1802,-10
1862,-12
1878,-9
1891,-11
1908,-9
1933,-7
1975,-5
1993,-7
2003,-5
2048,-7
2060,-4
2077,-6
2122,-8
2183,-11
2197,-9
2253,-11
2287,-13
2336,-14
2346,-12
2358,-14
2384,-11
2403,-14
2421,-12
2445,-10
2467,-12
2487,-11
2507,-9
2518,-12
2534,-14
2558,-17
2567,-15
2587,-18
2607,-16
2675,-13
2685,-15
2694,-14
2705,-17
2725,-15
2747,-17
2761,-15
2771,-17
2818,-15
2836,-17
