Seconds_Since_Start,Score_Difference
37,-2
87,0
107,-2
142,-4
168,-2
189,-4
217,-6
269,-4
287,-6
330,-8
453,-10
475,-7
528,-5
562,-7
595,-5
649,-7
660,-4
669,-7
714,-9
720,-7
759,-10
804,-12
837,-15
838,-16
873,-18
894,-16
954,-18
970,-16
1003,-18
1058,-15
1117,-13
1130,-15
1146,-18
1164,-16
1208,-13
1282,-15
1317,-17
1333,-15
1352,-17
1392,-15
1466,-13
1535,-16
1549,-14
1585,-11
1609,-8
1633,-11
1646,-8
1697,-10
1722,-13
1739,-10
1762,-12
1797,-14
1835,-15
1856,-13
1880,-15
1963,-12
1996,-15
2018,-18
2038,-15
2074,-17
2097,-15
2112,-17
2128,-15
2182,-17
2196,-14
2300,-12
2347,-13
2402,-16
2419,-14
2469,-12
2497,-10
2533,-8
2551,-11
2570,-9
2596,-11
2636,-13
2671,-15
2743,-13
2758,-16
2800,-13
2856,-15
2868,-12
