Seconds_Since_Start,Score_Difference
22,2
56,4
77,6
107,4
125,6
142,4
164,2
172,4
206,7
243,5
261,7
334,10
376,12
392,9
414,11
428,8
463,10
509,12
555,14
571,12
578,14
614,17
656,15
672,17
687,14
691,15
807,18
825,16
868,17
891,19
902,16
917,18
967,16
977,18
988,16
1005,19
1027,21
1045,20
1069,22
1078,20
1109,23
1148,20
1164,23
1199,25
1216,23
1240,25
1252,23
1264,26
1285,23
1317,26
1343,25
1371,27
1384,25
1391,27
1400,25
1417,23
1459,25
1485,23
1500,25
1515,23
1570,25
1594,28
1636,30
1649,28
1684,31
1717,28
1754,27
1783,30
1821,28
1847,25
1860,27
1894,29
1908,27
1966,25
1982,26
2006,29
2030,27
2045,30
2063,32
2087,34
2101,32
2111,34
2193,36
2264,38
2287,40
2309,38
2330,36
2349,34
2366,36
2397,34
2408,36
2453,38
2474,40
2501,38
2524,36
2539,39
2560,38
2624,40
2643,38
2668,40
2727,43
2824,45
2840,43
2875,41
