Seconds_Since_Start,Score_Difference
19,-3
53,-6
101,-4
113,-7
134,-9
150,-7
174,-9
185,-7
196,-9
216,-7
231,-9
251,-7
270,-10
287,-8
299,-10
317,-7
335,-5
360,-2
377,-5
406,-8
435,-6
448,-8
468,-5
493,-8
535,-10
553,-8
628,-9
651,-7
670,-9
681,-8
715,-6
744,-4
800,-6
817,-8
873,-6
925,-8
933,-11
951,-9
966,-11
992,-13
1036,-15
1059,-12
1096,-14
1119,-15
1138,-17
1175,-20
1192,-22
1229,-25
1241,-23
1249,-25
1281,-28
1294,-30
1309,-28
1324,-31
1333,-29
1345,-31
1371,-29
1401,-31
1409,-30
1429,-28
1436,-30
1494,-28
1537,-26
1553,-28
1569,-25
1614,-23
1643,-25
1660,-28
1689,-25
1739,-27
1793,-24
1805,-26
1848,-27
1901,-25
1922,-27
1946,-30
1969,-28
1991,-31
2054,-29
2078,-27
2088,-29
2127,-26
2138,-28
2197,-26
2243,-28
2271,-31
2322,-28
2364,-30
2400,-29
2467,-26
2500,-23
2541,-20
2629,-23
2648,-21
2665,-23
2709,-21
2774,-18
2797,-15
2818,-18
2831,-16
2848,-19
